avg_monthly_hrs,department,filed_complaint,last_evaluation,n_projects,recently_promoted,salary,satisfaction,status,tenure,employee_id
265.0,D00-FN,,0.477689,3,,low,0.548908,Employed,3.0,131763
222.0,D00-SP,,1.0,4,,medium,0.544216,Employed,2.0,118071
284.0,D00-AD,,0.640899,5,,low,0.253721,Employed,6.0,130851
157.0,D00-ENG,,,4,1.0,medium,0.54784,Employed,3.0,106639
231.0,D00-SS,,0.770134,4,,low,0.8557,Employed,2.0,109309
246.0,D00-ENG,1.0,0.660005,4,,medium,0.768501,Employed,3.0,106681
199.0,D00-ENG,,0.89773,4,,low,0.930654,Employed,3.0,106776
224.0,D00-SP,,,5,,medium,0.697217,Employed,2.0,108321
245.0,D00-IT,,0.555226,3,,medium,0.52014,Employed,2.0,111441
280.0,D00-ENG,,0.816946,4,,high,0.178988,Employed,6.0,104205
295.0,D00-SP,,0.843829,6,,medium,0.0966884,Left,4.0,103619
134.0,D00-SP,1.0,0.838446,5,,low,0.777343,Employed,2.0,111703
193.0,D00-SS,,0.955786,3,,low,1.0,Employed,6.0,109849
206.0,D00-MT,,0.554296,5,,low,0.814281,Employed,2.0,109195
257.0,D00-SP,,0.523615,4,,high,0.610068,Employed,2.0,102805
190.0,D00-MT,,0.712271,2,,medium,0.52065,Employed,8.0,111126
257.0,D00-MT,,0.586656,3,,medium,0.647532,Employed,6.0,112249
210.0,D00-FN,,0.455247,5,,low,0.302795,Employed,5.0,111560
219.0,D00-ENG,,0.605634,2,,low,0.573247,Employed,3.0,102982
137.0,D00-SS,,0.682065,4,1.0,medium,1.0,Employed,2.0,100256
161.0,D00-SP,,0.563416,3,,medium,0.834643,Employed,3.0,118348
245.0,D00-SS,,0.831926,5,,low,0.749456,Left,5.0,104083
216.0,D00-PD,,0.610031,5,,low,0.924364,Employed,3.0,105673
208.0,D00-SP,1.0,0.832147,2,,medium,0.92978,Employed,3.0,103502
158.0,D00-MT,,0.934586,5,,medium,0.782868,Employed,2.0,101031
265.0,D00-IT,,,5,,medium,0.551926,Employed,3.0,116020
236.0,D00-SS,,0.989483,5,,low,0.833258,Left,5.0,117898
145.0,D00-MT,,0.769036,3,,high,0.553553,Employed,2.0,114841
180.0,D00-SS,,0.734181,4,,medium,0.563578,Employed,3.0,110973
229.0,-IT,,0.477811,4,,high,0.641922,Employed,3.0,119905
136.0,D00-IT,,0.674152,3,,medium,0.690353,Employed,2.0,119960
188.0,D00-ENG,,,2,,medium,0.830379,Employed,2.0,106892
143.0,D00-SS,,0.542548,2,,low,0.447435,Left,3.0,107033
125.0,D00-SS,,1.0,4,,medium,0.912201,Employed,4.0,114053
204.0,D00-ENG,,0.707314,4,,medium,0.68736,Employed,3.0,103033
241.0,-IT,,1.0,5,,medium,0.663344,Employed,4.0,118032
233.0,D00-IT,,0.874375,3,,medium,0.924959,Employed,2.0,108307
259.0,D00-SP,,0.690642,4,,high,0.966137,Employed,3.0,107545
161.0,D00-IT,,0.951273,5,,medium,0.25266,Employed,5.0,103004
238.0,D00-ENG,,0.899179,4,,low,0.682137,Employed,2.0,101015
310.0,D00-SP,,0.920126,7,,low,0.111913,Left,4.0,113702
168.0,D00-SS,,0.542913,5,,low,0.533465,Employed,2.0,110815
158.0,D00-MT,,0.629577,4,,medium,0.527005,Employed,3.0,100853
267.0,D00-SP,,0.902414,3,,low,0.769329,Employed,2.0,112518
270.0,D00-ENG,,0.789992,5,,low,0.947147,Employed,3.0,101753
229.0,D00-IT,,0.634697,4,,medium,0.645358,Employed,3.0,115817
143.0,D00-SS,1.0,0.564163,2,,low,0.447485,Left,3.0,107658
171.0,D00-ENG,,0.92256,4,,medium,0.816525,Employed,3.0,103028
132.0,D00-ENG,1.0,0.555606,3,,low,0.508404,Employed,3.0,118784
257.0,D00-PD,1.0,0.67292,2,,low,0.74003,Employed,2.0,102457
205.0,D00-SP,,,4,,medium,0.617977,Employed,2.0,114853
157.0,D00-ENG,,0.777198,4,,low,0.83185,Employed,4.0,112645
156.0,D00-SS,,0.641973,4,,low,0.810538,Employed,3.0,108022
172.0,D00-MT,,0.786882,4,,medium,0.620706,Employed,4.0,137596
180.0,D00-ENG,,0.591777,5,,low,0.806808,Employed,3.0,109913
155.0,D00-MT,,0.473212,2,,medium,0.324432,Left,3.0,108973
267.0,D00-SS,,,4,,low,0.810315,Employed,3.0,112919
217.0,D00-SP,,0.879172,4,,medium,0.773853,Left,6.0,105286
138.0,D00-FN,,0.546261,2,,medium,0.439747,Left,3.0,100614
176.0,D00-ENG,,0.659728,3,,low,0.973454,Employed,3.0,105630
135.0,D00-MT,,,2,,low,0.388823,Left,3.0,111755
157.0,D00-SS,,0.479253,2,,low,0.367387,Left,3.0,110967
177.0,D00-ENG,,0.51577,4,,low,0.702734,Employed,3.0,134471
138.0,D00-FN,,0.83668,4,,low,0.936387,Employed,3.0,100290
142.0,D00-SS,,0.882508,5,,medium,0.290347,Employed,6.0,101353
169.0,D00-SP,,0.90809,4,,low,0.706823,Employed,4.0,130216
157.0,D00-SP,,0.53415,3,,medium,0.684519,Employed,2.0,110516
181.0,D00-PR,,0.603279,2,,medium,0.935244,Employed,6.0,103719
162.0,D00-SS,,0.609446,3,,medium,0.814602,Employed,7.0,104142
271.0,D00-SS,,0.732601,3,,medium,0.640905,Employed,2.0,104286
219.0,D00-ENG,,0.791435,5,,low,0.126087,Employed,4.0,112557
164.0,D00-ENG,,0.839186,4,,high,0.756663,Employed,3.0,101307
170.0,D00-IT,,0.796614,2,,low,0.67048,Employed,5.0,135120
239.0,D00-ENG,,0.450781,3,,low,0.294921,Employed,4.0,100431
282.0,D00-SS,,0.795756,6,,low,0.124282,Left,4.0,108374
142.0,D00-IT,,0.523118,5,,medium,0.437318,Employed,4.0,119321
147.0,D00-ENG,,,3,,medium,0.682354,Employed,3.0,111953
175.0,D00-IT,,0.810868,2,,low,0.269588,Employed,5.0,119359
187.0,,1.0,0.888063,4,,low,0.502106,Employed,4.0,108301
247.0,D00-SS,,0.735858,4,,medium,0.129433,Employed,3.0,105811
261.0,D00-IT,,0.697879,3,,medium,0.641698,Employed,2.0,115942
198.0,D00-ENG,,0.648416,2,,low,0.921732,Employed,3.0,105851
260.0,D00-SP,,0.964089,6,,low,0.0858743,Left,4.0,100796
250.0,D00-PD,1.0,0.989366,3,,medium,0.677718,Employed,3.0,101560
149.0,D00-SP,,0.584592,3,,medium,0.679513,Employed,2.0,109946
194.0,D00-AD,,,3,,low,0.667986,Employed,3.0,113011
266.0,,,0.809983,4,,medium,0.66183,Employed,3.0,102561
217.0,D00-SP,1.0,0.534355,4,,low,0.910529,Employed,6.0,119715
210.0,D00-ENG,1.0,0.452764,5,,medium,0.526952,Employed,4.0,105203
174.0,D00-IT,,0.598995,3,,low,0.956602,Employed,4.0,119902
266.0,-IT,,0.877474,5,,low,0.936252,Employed,3.0,143971
161.0,D00-MN,1.0,,4,,high,0.574008,Employed,3.0,111928
159.0,D00-ENG,,0.606688,3,,medium,0.732237,Employed,3.0,106575
179.0,D00-MN,,0.998672,3,,high,0.890488,Employed,8.0,113397
199.0,D00-SS,,0.645581,3,,low,0.966509,Employed,4.0,101235
171.0,D00-SS,,0.745151,3,,medium,0.897025,Employed,2.0,108673
187.0,D00-MT,,0.934193,3,,low,0.461874,Employed,2.0,109135
155.0,D00-IT,,0.972135,4,,medium,0.46687,Employed,3.0,114513
135.0,D00-ENG,,0.520092,2,,low,0.390102,Left,3.0,111817
266.0,D00-SP,,0.941507,5,,low,0.595164,Employed,3.0,105983
217.0,D00-SP,,,4,,medium,0.805593,Employed,2.0,118023
213.0,,,0.933176,5,,low,0.558284,Employed,3.0,116401
236.0,D00-PD,,0.64305,3,,medium,0.83052,Employed,2.0,118200
140.0,D00-SP,,0.526767,2,,low,0.383542,Left,3.0,107441
243.0,D00-ENG,,0.62301,7,,medium,0.554966,Left,5.0,100335
158.0,,,0.464192,2,,low,0.376615,Left,3.0,117784
241.0,D00-IT,,0.842986,3,,low,0.585339,Employed,4.0,118922
169.0,D00-SS,1.0,0.870488,6,,medium,0.63505,Employed,2.0,145387
209.0,D00-MT,,0.744021,2,1.0,medium,0.787851,Employed,5.0,107237
201.0,D00-ENG,,0.825981,6,,medium,0.512756,Employed,5.0,111478
137.0,D00-SP,,,4,,low,0.56581,Employed,3.0,104803
260.0,D00-ENG,,0.723653,3,,high,0.903145,Employed,4.0,114428
267.0,D00-ENG,,0.469008,5,,low,0.876575,Employed,2.0,112861
147.0,D00-MT,,0.768957,2,,low,0.959017,Employed,3.0,130976
223.0,D00-ENG,,0.836306,5,,low,0.875616,Employed,3.0,107414
228.0,D00-SS,,0.686866,4,,low,0.665591,Employed,2.0,117558
248.0,D00-SS,,0.672235,3,,medium,0.718743,Employed,4.0,103820
244.0,,,1.0,5,,medium,0.663544,Employed,2.0,106481
285.0,D00-SS,,0.86266,6,,medium,0.170976,Employed,7.0,117834
251.0,D00-ENG,,0.942889,4,,medium,0.904372,Left,5.0,113386
166.0,D00-FN,,0.677102,3,,medium,0.991939,Employed,2.0,112366
260.0,D00-SS,,,3,,medium,0.873353,Employed,2.0,100214
176.0,D00-IT,,0.899554,3,,medium,0.765378,Employed,2.0,110336
104.0,D00-PD,,0.883002,4,,low,0.755342,Employed,5.0,104511
202.0,,,0.886014,3,,low,0.461076,Employed,4.0,106318
168.0,D00-SS,,0.446306,4,,low,0.40036,Employed,2.0,134323
246.0,D00-SS,,1.0,4,,medium,0.845371,Employed,3.0,109360
251.0,D00-SS,,0.653951,4,,medium,0.741904,Employed,3.0,103460
220.0,D00-SS,,0.585869,3,1.0,low,0.899969,Employed,7.0,105766
182.0,D00-SS,,0.578431,4,,medium,0.617182,Employed,6.0,100901
173.0,D00-SP,,0.58198,5,,low,0.478973,Employed,3.0,103866
157.0,D00-ENG,1.0,1.0,4,,low,0.129675,Employed,5.0,112926
249.0,D00-ENG,,0.934562,4,,medium,0.583811,Employed,4.0,107387
155.0,D00-SS,,0.472712,2,,medium,0.417506,Left,3.0,103612
243.0,D00-FN,,0.89678,2,,high,0.53345,Employed,3.0,115007
209.0,D00-FN,,0.659345,2,,low,0.121525,Employed,5.0,107102
185.0,D00-IT,1.0,0.852796,4,,medium,0.814823,Employed,3.0,103491
238.0,D00-SS,,0.542282,4,,high,0.805572,Employed,2.0,105345
176.0,D00-PD,1.0,0.804183,4,,high,0.271382,Employed,6.0,101819
135.0,D00-SP,,0.597484,2,,low,0.391159,Left,3.0,100654
163.0,,,0.797442,4,,low,0.898889,Employed,3.0,115379
176.0,D00-SS,1.0,,2,,medium,0.649205,Employed,2.0,142058
200.0,D00-ENG,,0.996282,4,,low,0.716268,Employed,4.0,113822
255.0,D00-SS,,0.898591,6,,medium,0.0597508,Left,4.0,113289
229.0,D00-SS,,0.62024,3,,medium,0.776839,Employed,2.0,112117
213.0,D00-SS,1.0,0.421715,3,1.0,low,0.655043,Employed,5.0,119074
258.0,D00-SP,,0.957026,4,,low,0.51132,Employed,3.0,110587
182.0,D00-MN,1.0,0.575613,5,,medium,0.966636,Employed,3.0,110004
191.0,D00-PD,1.0,0.643969,4,,high,0.957439,Employed,3.0,115931
243.0,D00-SP,,0.937757,3,,medium,0.509149,Employed,4.0,106404
238.0,D00-MN,1.0,,4,,low,0.86516,Employed,3.0,110312
198.0,D00-SS,,0.478881,4,,medium,0.953008,Employed,7.0,117213
204.0,D00-MN,,0.767804,3,,high,0.764239,Employed,3.0,115827
256.0,D00-ENG,,0.743221,3,,medium,0.793582,Employed,4.0,113239
170.0,D00-ENG,,0.709548,3,,low,0.932132,Employed,3.0,102405
187.0,D00-SS,,0.486323,5,,low,0.244189,Employed,2.0,109091
198.0,D00-SS,,0.751562,5,,low,0.639633,Employed,3.0,115377
204.0,D00-FN,,0.938268,5,,low,0.73986,Employed,3.0,115733
211.0,D00-SS,,0.587029,5,,low,0.914191,Employed,2.0,135697
267.0,D00-SS,1.0,,4,,low,0.698509,Employed,2.0,105000
186.0,D00-PD,,0.832422,4,,low,0.568882,Employed,2.0,118485
253.0,D00-FN,1.0,,3,,low,0.667534,Employed,2.0,118075
145.0,D00-PD,,0.591563,2,,low,0.377051,Employed,2.0,100297
154.0,D00-SP,,0.539031,2,1.0,medium,0.404225,Left,3.0,108383
113.0,D00-ENG,,0.391834,5,,medium,0.687379,Employed,8.0,113499
170.0,D00-MT,,0.542277,4,,medium,0.902725,Employed,3.0,115655
166.0,D00-SP,,0.801947,3,,high,0.871135,Employed,2.0,117098
199.0,D00-SS,,0.879227,4,,low,0.59478,Employed,3.0,119904
262.0,D00-SS,,1.0,5,,low,0.835843,Left,6.0,117333
221.0,D00-SP,,1.0,5,,low,0.963217,Left,5.0,116831
158.0,D00-ENG,,0.552857,4,,medium,0.8459,Employed,5.0,109764
210.0,D00-ENG,1.0,0.955837,4,,low,0.554473,Employed,3.0,113713
154.0,D00-SP,,,5,,low,0.640357,Employed,2.0,112795
265.0,D00-MN,1.0,0.852893,3,,low,0.520519,Employed,10.0,114548
261.0,D00-SS,,1.0,4,,medium,0.970079,Employed,4.0,105881
117.0,D00-PR,1.0,0.633654,3,,medium,0.721259,Employed,3.0,112136
264.0,D00-SS,,0.557027,4,,medium,0.723666,Employed,3.0,119081
142.0,D00-IT,,0.479522,2,,low,0.427721,Left,3.0,105569
270.0,D00-SS,1.0,0.663746,4,,medium,0.898336,Employed,3.0,114960
136.0,D00-MN,,,2,,low,0.383161,Left,3.0,103831
249.0,D00-ENG,,,3,,low,0.640684,Employed,3.0,106271
220.0,D00-SS,,0.631901,3,,low,0.799285,Employed,3.0,106900
137.0,D00-SS,,0.448359,2,,medium,0.371641,Left,3.0,114640
222.0,-IT,,0.573501,4,,medium,0.920061,Employed,2.0,106849
168.0,D00-SS,,0.604905,3,,low,0.525616,Employed,3.0,119703
238.0,D00-MN,,0.787384,2,,medium,0.765302,Employed,3.0,100193
310.0,,,0.793898,7,,low,0.111329,Left,4.0,112858
258.0,D00-MN,,0.781829,4,,high,0.703746,Employed,3.0,114142
252.0,D00-FN,,0.615215,4,,medium,0.390734,Employed,6.0,102997
152.0,D00-SS,1.0,0.674111,5,,low,0.709377,Employed,3.0,105910
189.0,D00-SS,,,2,,low,0.763932,Employed,3.0,106735
135.0,D00-FN,,0.70225,4,,medium,0.674538,Employed,2.0,112157
261.0,D00-SS,1.0,1.0,4,,low,0.940749,Employed,10.0,101954
185.0,D00-FN,,,3,,low,0.699605,Employed,2.0,115980
141.0,D00-ENG,,0.53061,2,,medium,0.483675,Left,3.0,103598
256.0,D00-ENG,,,3,,low,0.672225,Employed,3.0,118438
135.0,,,0.87029,5,,high,1.0,Employed,3.0,108956
235.0,D00-ENG,,0.540343,2,,medium,0.490934,Employed,2.0,116899
226.0,D00-ENG,,0.693619,3,,medium,0.60654,Employed,3.0,105772
196.0,D00-ENG,,0.671604,4,,low,0.958128,Employed,2.0,101033
174.0,D00-SS,,1.0,3,,low,0.781269,Employed,3.0,107221
244.0,D00-SS,,0.94552,3,,high,0.948505,Employed,2.0,107257
134.0,D00-MT,,0.505684,2,,medium,0.365472,Left,3.0,132487
259.0,D00-SP,,0.455012,4,,medium,0.857785,Employed,2.0,111920
192.0,D00-FN,,0.985526,4,,low,0.143277,Left,4.0,105474
305.0,D00-FN,,0.827806,6,,medium,0.0835214,Left,4.0,103156
238.0,D00-SP,,0.683539,3,,medium,0.216943,Employed,6.0,112151
236.0,D00-MT,,0.9385,5,,medium,0.734315,Left,5.0,110951
286.0,D00-MN,,0.51429,5,,low,0.472509,Employed,3.0,110257
201.0,D00-FN,,0.879039,2,,high,0.866088,Employed,3.0,118813
144.0,D00-PD,1.0,0.472129,2,,low,0.380095,Left,3.0,101602
178.0,D00-IT,,0.844547,3,,low,0.731317,Employed,3.0,105407
167.0,D00-SS,,0.813688,3,,medium,0.769914,Employed,3.0,104396
231.0,D00-SS,,0.889775,4,,low,0.19429,Employed,5.0,114820
259.0,D00-ENG,1.0,0.588345,5,,medium,0.34232,Employed,5.0,101386
224.0,D00-SP,1.0,0.528104,4,,medium,0.765012,Employed,4.0,118507
209.0,D00-SS,1.0,0.569705,6,,low,0.16952,Employed,5.0,119857
266.0,D00-PD,,0.698874,4,,low,0.59517,Employed,3.0,105502
155.0,D00-IT,,0.461668,2,,low,0.372215,Employed,2.0,112907
237.0,D00-SS,,0.957489,4,,low,0.719638,Left,5.0,133410
244.0,D00-MN,,,3,,medium,0.809567,Employed,3.0,102974
226.0,D00-SS,,0.644305,4,,low,0.611111,Employed,7.0,102243
202.0,D00-IT,,0.737944,3,,medium,0.689734,Employed,2.0,113745
261.0,D00-SS,,0.649179,5,,medium,0.232347,Employed,8.0,112315
260.0,D00-PD,,0.806791,4,,medium,0.864778,Employed,3.0,111055
205.0,D00-ENG,,0.439874,6,,medium,0.292177,Employed,3.0,101052
157.0,-IT,,0.547683,5,,medium,0.699066,Employed,2.0,100445
263.0,D00-SP,,0.80279,4,,medium,0.806272,Employed,4.0,119004
220.0,D00-MN,1.0,0.67134,4,,high,0.585284,Employed,3.0,101432
168.0,D00-ENG,,0.87034,3,,medium,1.0,Employed,3.0,115516
159.0,D00-SS,,0.948569,3,,low,0.821633,Employed,3.0,118528
202.0,D00-SP,,0.690783,4,,low,0.732318,Employed,2.0,111156
191.0,D00-IT,,0.636789,4,,high,0.595149,Employed,2.0,102420
159.0,D00-SS,1.0,0.716289,4,,low,0.88591,Employed,4.0,107557
167.0,D00-AD,,0.425489,2,,medium,0.534363,Employed,2.0,106803
148.0,D00-FN,,0.672067,4,,medium,0.804892,Employed,3.0,115397
179.0,D00-SS,1.0,0.418706,3,,low,0.446016,Employed,2.0,117438
240.0,D00-SS,,0.603744,5,,medium,0.974551,Employed,7.0,106765
113.0,D00-ENG,,0.563345,3,,low,0.868145,Employed,3.0,112418
252.0,D00-SP,,,3,,medium,0.783715,Employed,3.0,101897
169.0,,,0.832124,3,,low,0.753606,Employed,3.0,110020
223.0,D00-SS,,0.82635,3,,low,0.968595,Employed,3.0,115580
191.0,D00-ENG,,0.973466,3,,medium,0.694332,Employed,3.0,111977
160.0,D00-FN,,0.96577,5,,low,0.57996,Employed,3.0,107320
264.0,D00-ENG,,0.583058,2,,low,0.649413,Left,4.0,108028
232.0,D00-IT,,0.744061,3,,medium,0.521077,Employed,2.0,142250
232.0,D00-ENG,,0.460647,2,,high,0.496786,Employed,4.0,110996
255.0,D00-SS,,0.553302,4,,low,0.930412,Employed,2.0,110241
242.0,D00-SS,,0.503146,4,,medium,0.631735,Employed,3.0,108057
133.0,D00-SS,,,5,,medium,0.682682,Employed,2.0,107497
263.0,D00-SP,,0.871358,4,,low,0.68441,Employed,2.0,119007
204.0,D00-PD,,0.964272,3,,low,0.807531,Employed,2.0,116980
222.0,D00-MN,1.0,1.0,3,1.0,low,0.54014,Employed,3.0,109675
207.0,D00-SS,,0.673404,5,,low,0.737647,Employed,2.0,116752
209.0,D00-SP,,,3,,medium,0.975844,Employed,2.0,110150
123.0,D00-IT,,0.924935,5,,low,0.862615,Employed,5.0,109051
279.0,D00-ENG,,0.950632,6,,low,0.080044,Left,4.0,136675
217.0,D00-FN,,0.504317,4,,medium,0.872484,Employed,8.0,119348
185.0,D00-PD,,0.493045,5,,high,0.239173,Employed,6.0,115836
139.0,D00-SS,,0.629477,2,,medium,0.70236,Employed,8.0,117223
230.0,D00-AD,,0.85352,3,1.0,medium,0.803537,Employed,3.0,109864
215.0,D00-IT,,0.559893,5,,low,0.667195,Employed,2.0,108808
240.0,D00-SS,,0.97912,5,,low,0.895964,Left,5.0,106758
251.0,,,0.823361,4,,medium,0.864588,Left,6.0,114834
206.0,D00-SS,,0.944299,3,,low,0.313847,Employed,4.0,112745
186.0,D00-ENG,,0.652044,3,,low,0.595656,Employed,3.0,119866
104.0,D00-IT,,0.641145,3,,medium,0.574,Employed,5.0,104091
232.0,D00-PD,1.0,0.402805,6,,low,1.0,Employed,2.0,116452
194.0,D00-SS,,0.72322,5,,low,0.275769,Employed,3.0,116762
238.0,,,0.445024,2,,low,0.0995443,Employed,3.0,136291
161.0,D00-ENG,,,2,,low,0.507689,Left,3.0,116680
185.0,D00-ENG,1.0,0.755347,3,,medium,0.923088,Employed,2.0,114855
238.0,D00-SS,,0.615863,4,,high,0.765247,Employed,3.0,118886
187.0,D00-SS,,0.852827,4,,low,0.92561,Employed,3.0,114032
255.0,D00-ENG,,0.522025,3,,high,0.866624,Left,5.0,102603
246.0,,,0.885022,5,,low,0.67749,Employed,3.0,102462
220.0,D00-ENG,,0.909531,3,,low,0.911562,Employed,2.0,104724
145.0,D00-SP,,0.817603,4,,medium,0.684571,Employed,4.0,111642
162.0,D00-IT,1.0,0.572961,3,,low,0.643426,Employed,2.0,115257
183.0,D00-SP,,0.84482,3,,low,0.739699,Left,5.0,104613
160.0,D00-SP,,0.651746,3,,medium,0.780668,Employed,3.0,107706
183.0,D00-SS,1.0,0.60424,5,,low,0.477729,Employed,2.0,114786
178.0,D00-FN,,0.528542,3,,low,0.851145,Left,5.0,104131
154.0,D00-SP,1.0,0.926474,3,,low,0.524478,Employed,3.0,119859
204.0,D00-SS,1.0,0.683563,4,,low,0.72633,Employed,3.0,103280
239.0,D00-MT,,1.0,4,,medium,0.717321,Employed,3.0,108085
157.0,-IT,,0.595852,2,,low,0.390135,Left,3.0,111307
166.0,D00-ENG,,0.89389,3,,low,0.719583,Employed,5.0,109468
149.0,-IT,1.0,0.523769,5,,medium,0.632211,Employed,5.0,106541
176.0,D00-SS,,0.693887,4,,low,0.788175,Employed,3.0,105839
233.0,D00-SS,,0.960277,4,,low,1.0,Employed,3.0,116663
266.0,D00-IT,,0.78934,4,,medium,0.56598,Employed,2.0,104231
147.0,D00-SS,,0.507994,3,,high,0.647967,Employed,7.0,107258
288.0,D00-SP,,0.992099,7,,medium,0.0839241,Left,4.0,116191
291.0,D00-SS,,0.798204,7,,high,0.122945,Left,4.0,101672
227.0,D00-FN,,0.861763,4,,low,0.907877,Left,5.0,103291
185.0,D00-PR,,0.78444,4,,medium,0.943974,Employed,3.0,101299
151.0,D00-SP,,0.614739,3,,low,0.275478,Employed,3.0,103604
271.0,D00-IT,,0.90948,5,,low,0.591723,Employed,3.0,100970
153.0,D00-ENG,,0.799223,4,,low,0.604251,Employed,2.0,108347
189.0,D00-FN,1.0,0.585204,2,,low,0.267336,Employed,4.0,101725
130.0,D00-TP,,,1,,medium,,Employed,,113583
105.0,D00-ENG,,0.549565,2,,low,0.476309,Employed,3.0,116243
101.0,D00-IT,,0.880832,3,,low,0.757786,Employed,5.0,105202
225.0,D00-SS,1.0,0.736812,4,,medium,0.895747,Employed,2.0,101178
104.0,D00-ENG,,0.882068,3,,low,0.816308,Employed,4.0,103649
149.0,D00-IT,,0.549294,5,,medium,0.867259,Employed,4.0,106739
90.0,D00-TP,,,1,,medium,,Employed,,113569
240.0,D00-SS,,0.953211,5,,low,0.880177,Left,5.0,112739
158.0,D00-MT,,0.852726,3,,medium,0.940574,Employed,7.0,118475
129.0,D00-SP,,0.490169,2,,low,0.381075,Left,3.0,115812
134.0,D00-PD,,0.470013,3,,low,0.622731,Employed,3.0,115296
268.0,D00-ENG,,0.739665,3,,medium,0.935829,Employed,10.0,114683
216.0,D00-SP,1.0,0.832767,5,,medium,0.707192,Employed,10.0,109738
174.0,D00-SS,,0.776422,3,,medium,0.864917,Employed,3.0,111016
150.0,D00-ENG,1.0,,5,,medium,0.593312,Employed,3.0,110562
188.0,D00-MT,,0.850195,3,,medium,0.500962,Employed,6.0,108796
257.0,D00-FN,,0.994389,4,,medium,0.796932,Left,5.0,101454
191.0,D00-SS,,,3,,low,0.563796,Employed,3.0,119271
81.0,D00-TP,1.0,,1,,medium,,Employed,,110057
173.0,D00-PD,,0.714461,3,,low,0.735088,Employed,2.0,109800
258.0,D00-SS,,0.917897,5,1.0,medium,0.805696,Employed,3.0,117265
148.0,D00-SS,,0.513636,2,,low,0.403708,Left,3.0,100774
157.0,D00-SS,,,2,,low,0.436983,Employed,2.0,101978
228.0,D00-SS,,0.707909,5,,low,0.963218,Employed,4.0,110639
190.0,D00-SS,,0.684663,5,,medium,0.744797,Employed,2.0,107638
279.0,D00-MT,,0.761743,5,,low,0.258028,Employed,8.0,103850
225.0,-IT,,0.770124,5,,low,0.463851,Employed,4.0,111919
130.0,D00-SS,,0.466684,4,,high,0.543849,Employed,10.0,102638
155.0,D00-ENG,,0.424183,5,,medium,0.392736,Employed,3.0,108978
254.0,D00-ENG,,0.70599,3,,low,0.857848,Employed,2.0,115587
213.0,,,0.614004,5,,medium,0.870428,Employed,4.0,101412
250.0,D00-SS,,0.855036,5,,low,0.466529,Employed,4.0,109585
214.0,D00-SS,,0.503107,4,,low,0.968932,Employed,2.0,117927
265.0,-IT,,0.633354,2,,low,1.0,Employed,2.0,119765
190.0,D00-MT,,0.677693,2,,medium,0.538807,Employed,8.0,111047
146.0,D00-AD,,0.549077,2,,low,0.341289,Employed,3.0,143775
279.0,D00-MN,,0.949162,5,,medium,0.678616,Employed,5.0,103241
102.0,D00-MN,,0.589821,2,1.0,medium,0.540343,Employed,7.0,107422
225.0,D00-ENG,,0.587842,3,,low,0.573212,Employed,2.0,109670
178.0,D00-PR,,0.610428,4,,low,0.694719,Employed,3.0,108246
277.0,D00-PD,,1.0,6,,medium,0.064148,Left,4.0,110254
165.0,D00-FN,,,5,,low,0.478853,Employed,2.0,103214
274.0,D00-MN,1.0,0.578431,4,,medium,0.729254,Employed,10.0,101292
168.0,D00-SS,,0.890337,3,,high,0.93375,Employed,2.0,111349
258.0,D00-IT,,0.728534,3,,low,0.566672,Employed,3.0,111366
238.0,D00-MN,,0.677173,3,,medium,0.662562,Employed,2.0,117924
241.0,D00-SS,,0.907386,3,,high,0.977307,Employed,2.0,110120
208.0,D00-SS,,0.523673,4,,high,0.56881,Employed,5.0,110717
198.0,,,0.764518,4,,medium,0.834759,Employed,2.0,107617
245.0,D00-SS,,0.690041,5,,medium,0.876453,Employed,2.0,114178
127.0,D00-TP,1.0,,1,,high,,Employed,,145421
137.0,D00-ENG,,0.758533,5,,low,0.691167,Employed,3.0,103974
309.0,D00-ENG,,0.924767,6,,medium,0.0728412,Left,4.0,131015
183.0,D00-ENG,,0.974088,4,,low,0.698833,Employed,3.0,112028
166.0,D00-SS,1.0,0.907137,4,,low,0.856139,Employed,2.0,114774
137.0,D00-PD,,0.81456,5,,low,0.888861,Employed,2.0,113913
262.0,D00-FN,,0.980415,4,,medium,0.863056,Left,6.0,112973
215.0,D00-IT,,0.421692,6,,medium,0.606947,Employed,3.0,119603
216.0,D00-MN,,0.851486,3,,medium,0.780964,Employed,8.0,116022
264.0,D00-FN,,0.570398,3,,low,0.154086,Employed,6.0,117171
192.0,D00-ENG,1.0,0.455586,5,,medium,0.514866,Employed,2.0,115667
217.0,D00-ENG,,0.847082,5,,low,0.903803,Left,5.0,100324
204.0,D00-FN,,0.783213,3,,medium,0.674343,Employed,10.0,110209
117.0,D00-TP,,,1,,low,,Employed,,110325
234.0,D00-MT,1.0,0.728536,3,,medium,0.481906,Employed,2.0,114727
161.0,D00-IT,,0.457108,2,,low,0.418946,Left,3.0,119757
188.0,D00-ENG,,0.539337,4,,low,0.775274,Employed,6.0,114276
232.0,D00-SP,,0.527413,3,,low,0.569203,Employed,2.0,116303
227.0,D00-SP,,0.561823,4,,medium,0.65389,Employed,4.0,103651
70.0,D00-TP,,,3,,low,,Employed,,108875
246.0,D00-SP,,0.431594,4,,low,0.487065,Employed,3.0,112911
167.0,D00-SS,,0.611747,5,,low,0.604749,Employed,8.0,119154
98.0,D00-SP,,0.476523,4,,medium,0.478953,Employed,3.0,115595
159.0,,,0.74981,4,,high,0.89215,Employed,2.0,116038
